sport,program,homepage,platform_detected,lead_tier,tier_rationale,tpv_min_k,tpv_max_k,region,contact_rank,contact_name,contact_title,contact_email,contact_linkedin,contact_source,outreach_channel,email_subject,outreach_body
Baseball,D-BAT Academies,dbat.com,Custom (membership.dbat.net),1,DIY/Custom/Unknown — highest switching potential,75,600,National,1,Research Required,CEO / President,info@dbat.com,,dbat.com,linkedin,Quick question about D-BAT Academies's registration setup,Hi there — I came across D-BAT Academies while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,D-BAT Academies,dbat.com,Custom (membership.dbat.net),1,DIY/Custom/Unknown — highest switching potential,75,600,National,2,Research Required,Director of Operations,,,Visit membership.dbat.net,linkedin,Quick question about D-BAT Academies's registration setup,Hi there — I came across D-BAT Academies while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Team One Baseball,teamonebaseball.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,1,Research Required,President / Director,info@teamonebaseball.com,,teamonebaseball.com (Baseball Factory family),linkedin,Quick question about Team One Baseball's registration setup,Hi there — I came across Team One Baseball while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Team One Baseball,teamonebaseball.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,2,Research Required,Club Administrator,,,Visit teamonebaseball.com/contact,linkedin,Quick question about Team One Baseball's registration setup,Hi there — I came across Team One Baseball while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Ripken Baseball,ripkenbaseball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Mid-Atlantic,1,Research Required,CEO / President,info@ripkenbaseball.com,,ripkenbaseball.com,linkedin,A note for Ripken Baseball on LeagueApps payment costs,Hi there — Ripken Baseball is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Ripken Baseball,ripkenbaseball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Mid-Atlantic,2,Research Required,Director of Operations,,,Visit ripkenbaseball.leagueapps.com,linkedin,A note for Ripken Baseball on LeagueApps payment costs,Hi there — Ripken Baseball is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Five Tool Baseball,fivetoolbaseball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Southeast,1,Research Required,President / Director,info@fivetoolbaseball.com,,fivetoolbaseball.com,linkedin,A note for Five Tool Baseball on LeagueApps payment costs,Hi there — Five Tool Baseball is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Five Tool Baseball,fivetoolbaseball.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Southeast,2,Research Required,Club Administrator,,,Visit fivetool.leagueapps.com,linkedin,A note for Five Tool Baseball on LeagueApps payment costs,Hi there — Five Tool Baseball is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Prep Baseball Report (PBR),prepbaseballreport.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,1,Research Required,CEO / Founder,info@prepbaseballreport.com,,prepbaseballreport.com,linkedin,Quick question about Prep Baseball Report (PBR)'s registration setup,Hi there — I came across Prep Baseball Report (PBR) while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Prep Baseball Report (PBR),prepbaseballreport.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,2,Research Required,Director of Events,,,Visit prepbaseballreport.com/contact,linkedin,Quick question about Prep Baseball Report (PBR)'s registration setup,Hi there — I came across Prep Baseball Report (PBR) while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,USA Baseball Youth Events,usabaseball.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,1,Research Required,Executive Director / CEO,info@usabaseball.com,,usabaseball.com — national governing body,linkedin,Quick question about USA Baseball Youth Events's registration setup,Hi there — I came across USA Baseball Youth Events while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,USA Baseball Youth Events,usabaseball.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,2,Research Required,Director of Youth Programs,,,Visit usabaseball.com/contact,linkedin,Quick question about USA Baseball Youth Events's registration setup,Hi there — I came across USA Baseball Youth Events while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Mid-South Baseball,midsouthbaseball.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,75,600,Southeast,1,Research Required,Founder / Director,,,midsouthbaseball.com — research required,linkedin,Quick question about Mid-South Baseball's registration setup,Hi there — I came across Mid-South Baseball while researching elite Baseball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Mid-South Baseball,midsouthbaseball.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,75,600,Southeast,2,Research Required,Club Administrator,,,Manual research required,linkedin,Quick question about Mid-South Baseball's registration setup,Hi there — I came across Mid-South Baseball while researching elite Baseball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Power Baseball,powerbaseballnational.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,75,600,National,1,Research Required,Founder / Director,,,powerbaseballnational.com — research required,linkedin,Quick question about Power Baseball's registration setup,Hi there — I came across Power Baseball while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Power Baseball,powerbaseballnational.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,75,600,National,2,Research Required,Club Administrator,,,Manual research required,linkedin,Quick question about Power Baseball's registration setup,Hi there — I came across Power Baseball while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Hockey,Pittsburgh Penguins Elite,pittsburghpenguinselite.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Mid-Atlantic,1,Research Required,Executive Director,info@pittsburghpenguinselite.com,,pittsburghpenguinselite.com,linkedin,Payment fees for Pittsburgh Penguins Elite on SportsEngine — worth a look,Hi there — Pittsburgh Penguins Elite is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Pittsburgh Penguins Elite,pittsburghpenguinselite.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Mid-Atlantic,2,Research Required,Hockey Director,,,Visit pittsburghpenguinselite.sportngin.com,linkedin,Payment fees for Pittsburgh Penguins Elite on SportsEngine — worth a look,Hi there — Pittsburgh Penguins Elite is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Detroit Compuware,compuwarehockey.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Midwest,1,Research Required,Executive Director,info@compuwarehockey.com,,compuwarehockey.com,linkedin,Payment fees for Detroit Compuware on SportsEngine — worth a look,Hi there — Detroit Compuware is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Detroit Compuware,compuwarehockey.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Midwest,2,Research Required,Hockey Director,,,Visit compuwarehockey.sportngin.com,linkedin,Payment fees for Detroit Compuware on SportsEngine — worth a look,Hi there — Detroit Compuware is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Buffalo Jr. Sabres,buffalojrsabres.com,PayPal (direct),1,DIY/Custom/Unknown — highest switching potential,100,750,Northeast,1,Pat Kaleta,President / Hockey Director,info@buffalojrsabres.com,,buffalojrsabres.com,email,Quick question about Buffalo Jr. Sabres's registration setup,"Hi Pat,

I came across Buffalo Jr. Sabres while mapping top Hockey programs in Northeast — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Buffalo Jr. Sabres's level.

Best,
[Your Name]
[Company] | [Phone]"
Hockey,Buffalo Jr. Sabres,buffalojrsabres.com,PayPal (direct),1,DIY/Custom/Unknown — highest switching potential,100,750,Northeast,2,Sean Wallace,Executive Director (20U),sean.wallace@harborcenter.com,,Harbor Center / Buffalo Jr. Sabres,email,Quick question about Buffalo Jr. Sabres's registration setup,"Hi Sean,

I came across Buffalo Jr. Sabres while mapping top Hockey programs in Northeast — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Buffalo Jr. Sabres's level.

Best,
[Your Name]
[Company] | [Phone]"
Hockey,Dallas Stars Elite,dallasstarselite.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,South,1,Research Required,Executive Director,info@dallasstarselite.com,,dallasstarselite.com,linkedin,Payment fees for Dallas Stars Elite on SportsEngine — worth a look,Hi there — Dallas Stars Elite is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Dallas Stars Elite,dallasstarselite.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,South,2,Research Required,Hockey Director,,,Visit dsehc.sportngin.com,linkedin,Payment fees for Dallas Stars Elite on SportsEngine — worth a look,Hi there — Dallas Stars Elite is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Carolina Jr. Hurricanes,juniorhurricanes.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",100,750,Southeast,1,Research Required,Executive Director,info@juniorhurricanes.com,,juniorhurricanes.com,linkedin,A note for Carolina Jr. Hurricanes on LeagueApps payment costs,Hi there — Carolina Jr. Hurricanes is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Carolina Jr. Hurricanes,juniorhurricanes.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",100,750,Southeast,2,Research Required,Hockey Director,,,Visit juniorhurricanes.leagueapps.com,linkedin,A note for Carolina Jr. Hurricanes on LeagueApps payment costs,Hi there — Carolina Jr. Hurricanes is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Omaha AAA Hockey,omahaahockey.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Midwest,1,David Wilkie,President,info@omahaaaahockeyclub.com,,omahaahockey.com,email,For Omaha AAA Hockey on Crossbar — a quick thought,"Hi David,

I noticed Omaha AAA Hockey is running on Crossbar — great choice for team management and schedules. We work alongside Crossbar with several elite Hockey clubs to handle the payment layer specifically: processing fees, failed payments, and manual reconciliation are often where clubs feel the most friction.

We layer in cleanly without replacing Crossbar for everything it does well. Worth 15 minutes to show you how it works for a club your size?

Best,
[Your Name]
[Company] | [Phone]"
Hockey,Omaha AAA Hockey,omahaahockey.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Midwest,2,Research Required,Club Administrator,,,Visit omahaahockey.com/contact,linkedin,For Omaha AAA Hockey on Crossbar — a quick thought,"Hi there — noticed Omaha AAA Hockey is on Crossbar. We work with several Crossbar Hockey clubs to reduce the payment friction layer (fees, failed cards, reconciliation). Would a quick 15-min call be worth it?"
Hockey,Green Bay Jr. Gamblers,gbjrgamblers.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Midwest,1,Research Required,Executive Director,info@gbjrgamblers.com,,gbjrgamblers.com,linkedin,For Green Bay Jr. Gamblers on Crossbar — a quick thought,"Hi there — noticed Green Bay Jr. Gamblers is on Crossbar. We work with several Crossbar Hockey clubs to reduce the payment friction layer (fees, failed cards, reconciliation). Would a quick 15-min call be worth it?"
Hockey,Green Bay Jr. Gamblers,gbjrgamblers.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Midwest,2,Research Required,Club Administrator,,,Visit gbjrgamblers.com.app.crossbar.org,linkedin,For Green Bay Jr. Gamblers on Crossbar — a quick thought,"Hi there — noticed Green Bay Jr. Gamblers is on Crossbar. We work with several Crossbar Hockey clubs to reduce the payment friction layer (fees, failed cards, reconciliation). Would a quick 15-min call be worth it?"
Hockey,North Jersey Avalanche,northjerseyavalanche.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,100,750,Northeast,1,Research Required,Hockey Director / Owner,,,northjerseyavalanche.com — research staff page,linkedin,Quick question about North Jersey Avalanche's registration setup,Hi there — I came across North Jersey Avalanche while researching elite Hockey programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Hockey,North Jersey Avalanche,northjerseyavalanche.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,100,750,Northeast,2,Research Required,Club Administrator,,,Manual research required,linkedin,Quick question about North Jersey Avalanche's registration setup,Hi there — I came across North Jersey Avalanche while researching elite Hockey programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Hockey,Nashville Jr. Predators,jrpredators.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",100,750,Southeast,1,Research Required,Executive Director,info@jrpredators.com,,jrpredators.com,linkedin,A note for Nashville Jr. Predators on LeagueApps payment costs,Hi there — Nashville Jr. Predators is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Nashville Jr. Predators,jrpredators.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",100,750,Southeast,2,Research Required,Hockey Director,,,Visit jrpredators.leagueapps.com,linkedin,A note for Nashville Jr. Predators on LeagueApps payment costs,Hi there — Nashville Jr. Predators is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Connecticut Polar Bears,ctpb.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Northeast,1,Kathy Pippy,Director of Girls Hockey,info@ctpb.com,,ctpb.com,email,For Connecticut Polar Bears on Crossbar — a quick thought,"Hi Kathy,

I noticed Connecticut Polar Bears is running on Crossbar — great choice for team management and schedules. We work alongside Crossbar with several elite Hockey clubs to handle the payment layer specifically: processing fees, failed payments, and manual reconciliation are often where clubs feel the most friction.

We layer in cleanly without replacing Crossbar for everything it does well. Worth 15 minutes to show you how it works for a club your size?

Best,
[Your Name]
[Company] | [Phone]"
Hockey,Connecticut Polar Bears,ctpb.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Northeast,2,Research Required,Boys Hockey Director,,,Visit ctpb.com/staff,linkedin,For Connecticut Polar Bears on Crossbar — a quick thought,"Hi there — noticed Connecticut Polar Bears is on Crossbar. We work with several Crossbar Hockey clubs to reduce the payment friction layer (fees, failed cards, reconciliation). Would a quick 15-min call be worth it?"
Hockey,Phoenix Jr. Coyotes,jrcoyotes.org,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Southwest,1,Research Required,Executive Director,info@jrcoyotes.org,,jrcoyotes.org,linkedin,Payment fees for Phoenix Jr. Coyotes on SportsEngine — worth a look,Hi there — Phoenix Jr. Coyotes is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Phoenix Jr. Coyotes,jrcoyotes.org,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Southwest,2,Research Required,Hockey Director,,,Visit jrcoyotes.sportngin.com,linkedin,Payment fees for Phoenix Jr. Coyotes on SportsEngine — worth a look,Hi there — Phoenix Jr. Coyotes is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Western Mass Warriors,westernmasswarriors.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,100,750,Northeast,1,Research Required,Hockey Director,,,westernmasswarriors.com — verify org exists,linkedin,Quick question about Western Mass Warriors's registration setup,Hi there — I came across Western Mass Warriors while researching elite Hockey programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Hockey,Western Mass Warriors,westernmasswarriors.com,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,100,750,Northeast,2,Research Required,Club Administrator,,,Manual research required,linkedin,Quick question about Western Mass Warriors's registration setup,Hi there — I came across Western Mass Warriors while researching elite Hockey programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Hockey,Minnesota Wild Youth,mnwildhockey.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Midwest,1,Research Required,Executive Director,info@mnwildhockey.com,,mnwildhockey.com,linkedin,Payment fees for Minnesota Wild Youth on SportsEngine — worth a look,Hi there — Minnesota Wild Youth is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Minnesota Wild Youth,mnwildhockey.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,Midwest,2,Research Required,Hockey Director,,,Visit wildicehockey.sportngin.com,linkedin,Payment fees for Minnesota Wild Youth on SportsEngine — worth a look,Hi there — Minnesota Wild Youth is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Los Angeles Jr. Kings,lajrkings.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,West,1,Research Required,Executive Director,info@lajrkings.com,,lajrkings.com,linkedin,Payment fees for Los Angeles Jr. Kings on SportsEngine — worth a look,Hi there — Los Angeles Jr. Kings is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,Los Angeles Jr. Kings,lajrkings.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,West,2,Research Required,Hockey Director,,,Visit lajrkings.sportngin.com,linkedin,Payment fees for Los Angeles Jr. Kings on SportsEngine — worth a look,Hi there — Los Angeles Jr. Kings is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,San Jose Jr. Sharks,jrsharkshockey.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,West,1,Research Required,Executive Director,info@jrsharkshockey.com,,jrsharkshockey.com,linkedin,Payment fees for San Jose Jr. Sharks on SportsEngine — worth a look,Hi there — San Jose Jr. Sharks is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Hockey,San Jose Jr. Sharks,jrsharkshockey.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",100,750,West,2,Research Required,Hockey Director,,,Visit jrsharkshockey.sportngin.com,linkedin,Payment fees for San Jose Jr. Sharks on SportsEngine — worth a look,Hi there — San Jose Jr. Sharks is one of the top Hockey programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,RSL Arizona,rsl-az.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southwest,1,Research Required,Executive Director,info@rsl-az.com,,rsl-az.com,linkedin,Payment fees for RSL Arizona on SportsEngine — worth a look,Hi there — RSL Arizona is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,RSL Arizona,rsl-az.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southwest,2,Research Required,Academy Director,,,Visit rsl-az.sportngin.com,linkedin,Payment fees for RSL Arizona on SportsEngine — worth a look,Hi there — RSL Arizona is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Michigan Hawks,michiganhawks.com,Custom (BYGA),1,DIY/Custom/Unknown — highest switching potential,50,500,Midwest,1,Doug Landefeld,Executive Director,doug@hawks.soccer,,michiganhawks.com,email,Quick question about Michigan Hawks's registration setup,"Hi Doug,

I came across Michigan Hawks while mapping top Soccer programs in Midwest — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Michigan Hawks's level.

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Michigan Hawks,michiganhawks.com,Custom (BYGA),1,DIY/Custom/Unknown — highest switching potential,50,500,Midwest,2,Michele Krzisnik,Director of Coaching,mrkrzisnik@gmail.com,,michiganhawks.com staff page,email,Quick question about Michigan Hawks's registration setup,"Hi Michele,

I came across Michigan Hawks while mapping top Soccer programs in Midwest — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Michigan Hawks's level.

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Sockers FC Chicago,sockersfc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,1,Research Required,Executive Director,info@sockersfc.com,,sockersfc.com,linkedin,Payment fees for Sockers FC Chicago on SportsEngine — worth a look,Hi there — Sockers FC Chicago is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Sockers FC Chicago,sockersfc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,2,Research Required,Club Administrator,,,Visit sportsengine.com/org/sockers-fc-chicago,linkedin,Payment fees for Sockers FC Chicago on SportsEngine — worth a look,Hi there — Sockers FC Chicago is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Ohio Premier Soccer,ohiopremier.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,1,Research Required,Executive Director,info@ohiopremier.com,,ohiopremier.com,linkedin,Payment fees for Ohio Premier Soccer on SportsEngine — worth a look,Hi there — Ohio Premier Soccer is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Ohio Premier Soccer,ohiopremier.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,2,Research Required,Club Administrator,,,Visit ohiopremier.sportngin.com,linkedin,Payment fees for Ohio Premier Soccer on SportsEngine — worth a look,Hi there — Ohio Premier Soccer is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,GPS Massachusetts,gpsmassachusetts.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Northeast,1,Research Required,Executive Director,info@gpsmassachusetts.com,,gpsmassachusetts.com,linkedin,Payment fees for GPS Massachusetts on SportsEngine — worth a look,Hi there — GPS Massachusetts is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,GPS Massachusetts,gpsmassachusetts.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Northeast,2,Research Required,Club Administrator,,,Visit gpsmassachusetts.sportngin.com,linkedin,Payment fees for GPS Massachusetts on SportsEngine — worth a look,Hi there — GPS Massachusetts is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Weston FC,westonfc.org,Stack Sports (GotSport),3,"Entrenched (Stack Sports) — low switching, but high volume",50,500,Southeast,1,Research Required,Executive Director,info@westonfc.org,,westonfc.org,linkedin,Payment optimization question for Weston FC,Hi there — Weston FC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Weston FC,westonfc.org,Stack Sports (GotSport),3,"Entrenched (Stack Sports) — low switching, but high volume",50,500,Southeast,2,Research Required,Registrar,,,Visit westonfc.org/contact,linkedin,Payment optimization question for Weston FC,Hi there — Weston FC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Beach FC,beachfc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Mid-Atlantic,1,Research Required,Executive Director,info@beachfc.com,,beachfc.com,linkedin,Payment fees for Beach FC on SportsEngine — worth a look,Hi there — Beach FC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Beach FC,beachfc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Mid-Atlantic,2,Research Required,Club Administrator,,,Visit beachfc.sportngin.com,linkedin,Payment fees for Beach FC on SportsEngine — worth a look,Hi there — Beach FC is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Crossfire Premier,crossfirepremier.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Northwest,1,Research Required,Executive Director,info@crossfirepremier.com,,crossfirepremier.com,linkedin,Payment fees for Crossfire Premier on SportsEngine — worth a look,Hi there — Crossfire Premier is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
